Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Instrument
937443,MUTHOOT FINCORP LIMITED,94MFL27A,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K08210,Debentures and Bonds,,,,,
937451,MUTHOOT FINCORP LIMITED,MFLZC27E,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K08228,Debentures and Bonds,,,,,
937453,IIFL FINANCE LIMITED ,10IIFL28A,IIFL FINANCE Ltd,Active,F ,1000.00,INE530B08094,Debentures and Bonds,,,,,
937455,IIFL FINANCE LIMITED ,96IIFL28A,IIFL FINANCE Ltd,Active,F ,1000.00,INE530B08102,Debentures and Bonds,,,,,
937457,IIFL FINANCE LIMITED ,IIFLZC28,IIFL FINANCE Ltd,Active,F ,1000.00,INE530B08110,Debentures and Bonds,,,,,
937461,MUTHOOT FINANCE LIMITED,MFLII26B,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07FR2,Debentures and Bonds,,,,,
937467,MUTHOOT FINANCE LIMITED,MFLV26E,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07FU6,Debentures and Bonds,,,,,
937469,MUTHOOT FINANCE LIMITED,MFLVI31F,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07FV4,Debentures and Bonds,,,,,
937473,MUTHOOT FINANCE LIMITED,MFLVIII26H,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07FX0,Debentures and Bonds,,,,,
937487,Kosamattam Finance Limited,1025KFL26C,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q08233,Debentures and Bonds,,,,,
937489,Kosamattam Finance Limited,KFLZC28A,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q08241,Debentures and Bonds,,,,,
937495,Edelweiss Financial Services Ltd.,916EFSL26,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07BX0,Debentures and Bonds,,,,,
937497,Edelweiss Financial Services Ltd.,955EFSL26,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07BY8,Debentures and Bonds,,,,,
937499,Edelweiss Financial Services Ltd.,EFSLZC26A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07BZ5,Debentures and Bonds,,,,,
937501,Edelweiss Financial Services Ltd.,930EFSL31,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CA6,Debentures and Bonds,,,,,
937503,Edelweiss Financial Services Ltd.,970EFSL31,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CB4,Debentures and Bonds,,,,,
937515,MUTHOOT MCRED LIMITED,1025MML26A,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q08134,Debentures and Bonds,,,,,
937517,MUTHOOT MCRED LIMITED,MMLZC28A,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q08142,Debentures and Bonds,,,,,
937523,IndiGrid Infrastructure Trust,745IGT26,India Grid Trust,Active,F ,1000.00,INE219X07199,Debentures and Bonds,,,,,
937525,IndiGrid Infrastructure Trust,76IGT26,India Grid Trust,Active,F ,1000.00,INE219X07207,Debentures and Bonds,,,,,
937527,IndiGrid Infrastructure Trust,77IGT28,India Grid Trust,Active,F ,1000.00,INE219X07215,Debentures and Bonds,,,,,
937529,IndiGrid Infrastructure Trust,79IGT28,India Grid Trust,Active,F ,1000.00,INE219X07223,Debentures and Bonds,,,,,
937531,IndiGrid Infrastructure Trust,749IGT28,India Grid Trust,Active,F ,1000.00,INE219X07231,Debentures and Bonds,,,,,
937533,IndiGrid Infrastructure Trust,769IGT28,India Grid Trust,Active,F ,1000.00,INE219X07249,Debentures and Bonds,,,,,
937535,IndiGrid Infrastructure Trust,795IGT31,India Grid Trust,Active,F ,1000.00,INE219X07256,Debentures and Bonds,,,,,
937537,IndiGrid Infrastructure Trust,82IGT31,India Grid Trust,Active,F ,1000.00,INE219X07264,Debentures and Bonds,,,,,
937539,IndiGrid Infrastructure Trust,772IGT31,India Grid Trust,Active,F ,1000.00,INE219X07272,Debentures and Bonds,,,,,
937541,IndiGrid Infrastructure Trust,797IGT31,India Grid Trust,Active,F ,1000.00,INE219X07280,Debentures and Bonds,,,,,
937547,MUTHOOT FINCORP LIMITED,875MFCL26C,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07AJ5,Debentures and Bonds,,,,,
937549,MUTHOOT FINCORP LIMITED,950MFCL27D,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K08236,Debentures and Bonds,,,,,
937551,MUTHOOT FINCORP LIMITED,975MFCL28E,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K08244,Debentures and Bonds,,,,,
937557,MUTHOOT FINCORP LIMITED,MFLZC26D,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07AO5,Debentures and Bonds,,,,,
937559,MUTHOOT FINCORP LIMITED,MFLZC28E,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K08251,Debentures and Bonds,,,,,
937575,Piramal Finance Limited,85PFL26,Piramal Finance Ltd,Active,F ,1000.00,INE516Y07360,Debentures and Bonds,,,,,
937577,Piramal Finance Limited,875PF26,Piramal Finance Ltd,Active,F ,1000.00,INE516Y07410,Debentures and Bonds,,,,,
937579,Piramal Finance Limited,875PFL31,Piramal Finance Ltd,Active,F ,1000.00,INE516Y07378,Debentures and Bonds,,,,,
937581,Piramal Finance Limited,9PFL31A,Piramal Finance Ltd,Active,F ,1000.00,INE516Y07428,Debentures and Bonds,,,,,
937595,Sakthi Finance Ltd.,1050SFL26,Sakthi Finance Ltd,Active,F ,1000.00,INE302E08084,Debentures and Bonds,,,,,
937597,Sakthi Finance Ltd.,SFLZC26,Sakthi Finance Ltd,Active,F ,1000.00,INE302E08092,Debentures and Bonds,,,,,
937613,KLM Axiva Finvest Limited,1125KLM26,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507372,Debentures and Bonds,,,,,
937615,KLM Axiva Finvest Limited,1150KLM26,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507380,Debentures and Bonds,,,,,
937617,KLM Axiva Finvest Limited,KAFL28,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507398,Debentures and Bonds,,,,,
937619,IIFL HOME FINANCE,10IIFL28,IIFL HOME FINANCE,Active,F ,1000.00,INE477L08147,Debentures and Bonds,,,,,
937621,IIFL HOME FINANCE,96IIFL28,IIFL HOME FINANCE,Active,F ,1000.00,INE477L08154,Debentures and Bonds,,,,,
937623,IIFL HOME FINANCE,IIFLZC28C,IIFL HOME FINANCE,Active,F ,1000.00,INE477L08162,Debentures and Bonds,,,,,
937631,Edelweiss Financial Services Ltd.,915EFSL26,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CF5,Debentures and Bonds,,,,,
937633,Edelweiss Financial Services Ltd.,955EFSL26A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CG3,Debentures and Bonds,,,,,
937635,Edelweiss Financial Services Ltd.,EFSL26,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CH1,Debentures and Bonds,,,,,
937637,Edelweiss Financial Services Ltd.,93EFSL31,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CI9,Debentures and Bonds,,,,,
937639,Edelweiss Financial Services Ltd.,97EFSL31,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CJ7,Debentures and Bonds,,,,,
937651,MUTHOOT MCRED LIMITED,10MML27B,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q08159,Debentures and Bonds,,,,,
937653,MUTHOOT MCRED LIMITED,MMLZC28B,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q08167,Debentures and Bonds,,,,,
937677,Sammaan Capital Limited,925SCL26,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07KM3,Debentures and Bonds,,,,,
937679,Sammaan Capital Limited,889SCL26,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07KN1,Debentures and Bonds,,,,,
937681,Sammaan Capital Limited,975SCL28,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07KP6,Debentures and Bonds,,,,,
937683,Sammaan Capital Limited,889SCL28,Sammaan Capital Ltd,Active,F ,1000.00,INE148I08322,Debentures and Bonds,,,,,
937685,Sammaan Capital Limited,935SCL28,Sammaan Capital Ltd,Active,F ,1000.00,INE148I08330,Debentures and Bonds,,,,,
937687,Sammaan Capital Limited,850SCL25A,Sammaan Capital Ltd,Active,F ,1000.00,INE148I08348,Debentures and Bonds,,,,,
937701,Kosamattam Finance Limited,9KSFL27,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07CH2,Debentures and Bonds,,,,,
937703,Kosamattam Finance Limited,KFLZC28B,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07CD1,Debentures and Bonds,,,,,
937707,JM FINANCIAL PRODUCTS LIMITED,820JMFPL26,JM FINANCIAL PRODUCTS Ltd,Active,F ,1000.00,INE523H07BO4,Debentures and Bonds,,,,,
937709,JM FINANCIAL PRODUCTS LIMITED,791JMFPL26,JM FINANCIAL PRODUCTS Ltd,Active,F ,1000.00,INE523H07BP1,Debentures and Bonds,,,,,
937711,JM FINANCIAL PRODUCTS LIMITED,830JMFPL30,JM FINANCIAL PRODUCTS Ltd,Active,F ,1000.00,INE523H07BQ9,Debentures and Bonds,,,,,
937721,IIFL FINANCE LIMITED ,842IIFL26,IIFL FINANCE Ltd,Active,F ,1000.00,INE530B07161,Debentures and Bonds,,,,,
937723,IIFL FINANCE LIMITED ,875IIFL26,IIFL FINANCE Ltd,Active,F ,1000.00,INE530B07179,Debentures and Bonds,,,,,
937725,IIFL FINANCE LIMITED ,IIFLZC26,IIFL FINANCE Ltd,Active,F ,1000.00,INE530B07187,Debentures and Bonds,,,,,
937741,Indel Money Limited,11IML26,Indel Money Ltd,Active,F ,1000.00,INE0BUS07098,Debentures and Bonds,,,,,
937743,Indel Money Limited,12IML26,Indel Money Ltd,Active,F ,1000.00,INE0BUS08013,Debentures and Bonds,,,,,
937745,Indel Money Limited,12IML26A,Indel Money Ltd,Active,F ,1000.00,INE0BUS08021,Debentures and Bonds,,,,,
937747,Indel Money Limited,IML27,Indel Money Ltd,Active,F ,1000.00,INE0BUS08039,Debentures and Bonds,,,,,
937763,KLM Axiva Finvest Limited,11KAFL26,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507471,Debentures and Bonds,,,,,
937765,KLM Axiva Finvest Limited,1125KLM26A,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507489,Debentures and Bonds,,,,,
937767,KLM Axiva Finvest Limited,KAFL28A,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507497,Debentures and Bonds,,,,,
937773,MUTHOOT FINCORP LIMITED,910MFL26,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07AU2,Debentures and Bonds,,,,,
937775,MUTHOOT FINCORP LIMITED,950MFL27,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K08285,Debentures and Bonds,,,,,
937777,MUTHOOT FINCORP LIMITED,975MFL29,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K08293,Debentures and Bonds,,,,,
937783,MUTHOOT FINCORP LIMITED,MFL26B,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07AX6,Debentures and Bonds,,,,,
937785,MUTHOOT FINCORP LIMITED,MFL29A,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K08301,Debentures and Bonds,,,,,
937799,Edelweiss Financial Services Ltd.,915EFSL26A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CQ2,Debentures and Bonds,,,,,
937801,Edelweiss Financial Services Ltd.,955EFSL26B,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CR0,Debentures and Bonds,,,,,
937803,Edelweiss Financial Services Ltd.,EFSL26A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CS8,Debentures and Bonds,,,,,
937805,Edelweiss Financial Services Ltd.,93EFSL31A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CT6,Debentures and Bonds,,,,,
937807,Edelweiss Financial Services Ltd.,97EFSL31A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07CU4,Debentures and Bonds,,,,,
937819,MUTHOOT MCRED LIMITED,MMLZC27D,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q07AG8,Debentures and Bonds,,,,,
937825,IIFL HOME FINANCE,820IIFL27,IIFL HOME FINANCE,Active,F ,1000.00,INE477L07AN9,Debentures and Bonds,,,,,
937827,IIFL HOME FINANCE,850IIFL27,IIFL HOME FINANCE,Active,F ,1000.00,INE477L07AO7,Debentures and Bonds,,,,,
937829,IIFL HOME FINANCE,IIFLHFZC27,IIFL HOME FINANCE,Active,F ,1000.00,INE477L07AP4,Debentures and Bonds,,,,,
937831,IIFL HOME FINANCE,843IHFL29,IIFL HOME FINANCE,Active,F ,1000.00,INE477L07AQ2,Debentures and Bonds,,,,,
937833,IIFL HOME FINANCE,875IHFL29,IIFL HOME FINANCE,Active,F ,1000.00,INE477L07AR0,Debentures and Bonds,,,,,
937835,IIFL HOME FINANCE,IIFLHF29,IIFL HOME FINANCE,Active,F ,1000.00,INE477L07AS8,Debentures and Bonds,,,,,
937859,Sammaan Capital Limited,875SCFL27,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07LB4,Debentures and Bonds,,,,,
937861,Sammaan Capital Limited,925SCFL27,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07LC2,Debentures and Bonds,,,,,
937863,Sammaan Capital Limited,843SCFL27,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07LD0,Debentures and Bonds,,,,,
937865,Sammaan Capital Limited,889SCFL27,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07LE8,Debentures and Bonds,,,,,
937885,MUTHOOT FINCORP LIMITED,850MFL27,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07BB0,Debentures and Bonds,,,,,
937887,MUTHOOT FINCORP LIMITED,875MFL28,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07BC8,Debentures and Bonds,,,,,
937889,MUTHOOT FINCORP LIMITED,9MFL30,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07BD6,Debentures and Bonds,,,,,
937895,MUTHOOT FINCORP LIMITED,MFLZC27A,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07BG9,Debentures and Bonds,,,,,
937897,MUTHOOT FINCORP LIMITED,MFLZC28F,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07BH7,Debentures and Bonds,,,,,
937899,MUTHOOT FINCORP LIMITED,MFLZC30,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07BI5,Debentures and Bonds,,,,,
937921,KLM Axiva Finvest Limited,11KAFL27,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507570,Debentures and Bonds,,,,,
937923,KLM Axiva Finvest Limited,1125KAFL27,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507588,Debentures and Bonds,,,,,
937925,KLM Axiva Finvest Limited,KAFLZC28,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507596,Debentures and Bonds,,,,,
937935,Kosamattam Finance Limited,950KFIL26,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07CM2,Debentures and Bonds,,,,,
937937,Kosamattam Finance Limited,KFLZC26D,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07CN0,Debentures and Bonds,,,,,
937939,Kosamattam Finance Limited,10KFIL27,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07CO8,Debentures and Bonds,,,,,
937941,Kosamattam Finance Limited,KFLZC29,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07CP5,Debentures and Bonds,,,,,
937965,Sammaan Capital Limited,875SCL27,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07LS8,Debentures and Bonds,,,,,
937967,Sammaan Capital Limited,925SCL27,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07LT6,Debentures and Bonds,,,,,
937969,Sammaan Capital Limited,843SCL27,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07LU4,Debentures and Bonds,,,,,
937971,Sammaan Capital Limited,889SCL27,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07LV2,Debentures and Bonds,,,,,
937981,Sakthi Finance Ltd.,9SFL26,Sakthi Finance Ltd,Active,F ,1000.00,INE302E07441,Debentures and Bonds,,,,,
937983,Sakthi Finance Ltd.,SFL26,Sakthi Finance Ltd,Active,F ,1000.00,INE302E07458,Debentures and Bonds,,,,,
937985,Sakthi Finance Ltd.,10SFL27,Sakthi Finance Ltd,Active,F ,1000.00,INE302E07466,Debentures and Bonds,,,,,
937987,Sakthi Finance Ltd.,SFL27,Sakthi Finance Ltd,Active,F ,1000.00,INE302E07474,Debentures and Bonds,,,,,
937999,Nido Home Finance Limited,915NIDO27,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07475,Debentures and Bonds,,,,,
938001,Nido Home Finance Limited,955NIDO27,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07483,Debentures and Bonds,,,,,
938003,Nido Home Finance Limited,NIDO27,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07491,Debentures and Bonds,,,,,
938005,Nido Home Finance Limited,930NIDO32,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07509,Debentures and Bonds,,,,,
938007,Nido Home Finance Limited,970NIDO32,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07517,Debentures and Bonds,,,,,
938011,MUTHOOT FINANCE LIMITED,MFLII27B,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GE8,Debentures and Bonds,,,,,
938015,MUTHOOT FINANCE LIMITED,MFLIV27D,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GG3,Debentures and Bonds,,,,,
938019,MUTHOOT FINANCE LIMITED,MFLV29E,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GH1,Debentures and Bonds,,,,,
938021,MUTHOOT FINANCE LIMITED,MFLVI32F,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GI9,Debentures and Bonds,,,,,
938029,MUTHOOT FINANCE LIMITED,MFLVIII27H,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GK5,Debentures and Bonds,,,,,
938053,MUTHOOT MCRED LIMITED,950MM26,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q07AL8,Debentures and Bonds,,,,,
938055,MUTHOOT MCRED LIMITED,MML27,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q07AM6,Debentures and Bonds,,,,,
938067,MUTHOOT FINANCE LIMITED,MFLII27,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GM1,Debentures and Bonds,,,,,
938071,MUTHOOT FINANCE LIMITED,MFLIV27,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GO7,Debentures and Bonds,,,,,
938073,MUTHOOT FINANCE LIMITED,MFLV29,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GP4,Debentures and Bonds,,,,,
938077,MUTHOOT FINANCE LIMITED,MFLVII27,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GR0,Debentures and Bonds,,,,,
938091,Indel Money Limited,11IML27,Indel Money Ltd,Active,F ,1000.00,INE0BUS07569,Debentures and Bonds,,,,,
938093,Indel Money Limited,IML28C,Indel Money Ltd,Active,F ,1000.00,INE0BUS07577,Debentures and Bonds,,,,,
938105,Nuvama Wealth and Investment Limited,916NWIL27,Nuvama Wealth and Investment Ltd,Active,F ,1000.00,INE523L07710,Debentures and Bonds,,,,,
938107,Nuvama Wealth and Investment Limited,955NWIL27,Nuvama Wealth and Investment Ltd,Active,F ,1000.00,INE523L07751,Debentures and Bonds,,,,,
938109,Nuvama Wealth and Investment Limited,NWIL27,Nuvama Wealth and Investment Ltd,Active,F ,1000.00,INE523L07728,Debentures and Bonds,,,,,
938111,Nuvama Wealth and Investment Limited,953NWIL32,Nuvama Wealth and Investment Ltd,Active,F ,1000.00,INE523L07744,Debentures and Bonds,,,,,
938113,Nuvama Wealth and Investment Limited,995NWIL32,Nuvama Wealth and Investment Ltd,Active,F ,1000.00,INE523L07736,Debentures and Bonds,,,,,
938123,Kosamattam Finance Limited,95KFL26,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07CU5,Debentures and Bonds,,,,,
938125,Kosamattam Finance Limited,KFL27A,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07CV3,Debentures and Bonds,,,,,
938127,Kosamattam Finance Limited,925KFL27,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07CW1,Debentures and Bonds,,,,,
938129,Kosamattam Finance Limited,KFL29,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07CX9,Debentures and Bonds,,,,,
938135,MUTHOOT FINCORP LIMITED,835MFL26,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07BN5,Debentures and Bonds,,,,,
938141,MUTHOOT FINCORP LIMITED,MFL26E,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07BK1,Debentures and Bonds,,,,,
938143,MUTHOOT FINCORP LIMITED,MFL30,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07BJ3,Debentures and Bonds,,,,,
938174,Sammaan Capital Limited,87SCL27,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07MD8,Debentures and Bonds,,,,,
938176,Sammaan Capital Limited,915SCL27,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07ME6,Debentures and Bonds,,,,,
938178,Sammaan Capital Limited,865SCL24B,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07MK3,Debentures and Bonds,,,,,
938180,Sammaan Capital Limited,905SC24B,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07ML1,Debentures and Bonds,,,,,
938196,KLM Axiva Finvest Limited,1050KLM27,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507653,Debentures and Bonds,,,,,
938198,KLM Axiva Finvest Limited,1075KLM27,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507661,Debentures and Bonds,,,,,
938200,KLM Axiva Finvest Limited,KAFL29,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507679,Debentures and Bonds,,,,,
938212,Edelweiss Financial Services Ltd.,935EFSL27,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07DB2,Debentures and Bonds,,,,,
938214,Edelweiss Financial Services Ltd.,975EFSL27,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07DC0,Debentures and Bonds,,,,,
938216,Edelweiss Financial Services Ltd.,EFSL27,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07DA4,Debentures and Bonds,,,,,
938218,Edelweiss Financial Services Ltd.,965EFSL32,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07DD8,Debentures and Bonds,,,,,
938220,Edelweiss Financial Services Ltd.,1010EFSL32,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07DE6,Debentures and Bonds,,,,,
938222,National Highways Infra Trust,79NHIT35,National Highways Infra Trust,Active,F ,300.00,INE0H7R07017,Debentures and Bonds,,,,,
938224,National Highways Infra Trust,79NHIT40,National Highways Infra Trust,Active,F ,300.00,INE0H7R07025,Debentures and Bonds,,,,,
938226,National Highways Infra Trust,79NHIT47,National Highways Infra Trust,Active,F ,400.00,INE0H7R07033,Debentures and Bonds,,,,,
938252,Sammaan Capital Limited,915SCL27A,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07MV0,Debentures and Bonds,,,,,
938254,Sammaan Capital Limited,89SCL24A,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07NA2,Debentures and Bonds,,,,,
938256,MUTHOOT FINANCE LIMITED,MFLTDII27,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GV2,Debentures and Bonds,,,,,
938258,Sammaan Capital Limited,93SCL24A,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07MZ1,Debentures and Bonds,,,,,
938264,MUTHOOT FINANCE LIMITED,MFLV27,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GY6,Debentures and Bonds,,,,,
938268,MUTHOOT FINANCE LIMITED,MFLTDVII27,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07GZ3,Debentures and Bonds,,,,,
938278,CreditAccess Grameen Ltd.,10CAGL27,CreditAccess Grameen Ltd,Active,F ,1000.00,INE741K07496,Debentures and Bonds,,,,,
938280,CreditAccess Grameen Ltd.,CAGL27A,CreditAccess Grameen Ltd,Active,F ,1000.00,INE741K07504,Debentures and Bonds,,,,,
938284,MUTHOOT FINANCE LIMITED,750MFL27,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07HH9,Debentures and Bonds,,,,,
938290,MUTHOOT FINANCE LIMITED,775MFL27,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07HE6,Debentures and Bonds,,,,,
938294,MUTHOOT FINANCE LIMITED,MFLZC27,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07HG1,Debentures and Bonds,,,,,
